@context,@type,@id,name,brand/@type,brand/name,image,description,mpn,sku,offers/0/@type,offers/0/lowPrice,offers/0/highPrice,offers/0/priceCurrency,offers/0/offers/0/@type,offers/0/offers/0/price,offers/0/offers/0/priceCurrency,offers/0/offers/0/availability,offers/0/offers/0/sku,offers/0/offers/0/itemCondition,offers/0/offers/0/seller/@type,offers/0/offers/0/seller/name,offers/0/offerCount,offers/0/offers/0/priceValidUntil
https://schema.org/,Product,https://www.carrefour.com.br/smartphone-xiaomi-redmi-note-11-dual-128gb-6gb-ram-star-blueazul-global-mp927233545/p,Smartphone Xiaomi Redmi Note 11 Dual 128gb 6gb Ram - Star Blue/azul- Global,Brand,Xiaomi,https://carrefourbr.vtexassets.com/arquivos/ids/94681459/af11bdf21e3e4bb9b2730398201f7634.jpg?v=638088895103030000,"O Redmi Note 11 É Um Smartphone Android Avançado E Abrangente Em Todos Os Pontos De Vista Com Algumas Características Excelentes. Tem Uma Grande Tela De 6.43 Polegadas Com Uma Resolução De 2400x1080 Pixels. As Funcionalidades Oferecidas Pelo Redmi Note 11 São Muitas E Inovadoras. Começando Pelo Lte 4g Que Permite A Transferência De Dados E Excelente Navegação Na Internet. Enfatizamos A Excelente Memória Interna De 128 Gb Com A Possibilidade De Expansão. O Redmi Note 11 É Um Produto Com Poucos Concorrentes Em Termos De Multimídia Graças À Câmera De 50 Megapixels Que Permite Ao Redmi Note 11 Tirar Fotos Fantásticas Com Uma Resolução De 8165x6124 Pixels E Gravar Vídeos Em Alta Definição (full Hd) Com Uma Resolução De 1920x1080 Pixels. Muito Fino, 8.1 Milímetros, O Que Torna O Redmi Note 11 Realmente Interessante.",21340140,320064859,AggregateOffer,1499,1499,BRL,Offer,1499,BRL,http://schema.org/InStock,320064859,http://schema.org/NewCondition,Organization,JWS ELETRONICOS,1,
https://schema.org/,Product,https://www.carrefour.com.br/smartphone-motorola-edge-30-256gb-grafite-5g-tela-6-5-amoled-144hz-camera-tripla-50mp-selfie-32mp-android-6682294/p,"Smartphone Motorola Edge 30 256GB Grafite 5G Tela 6,5&quot; AMOLED 144Hz Câmera Tripla 50MP Selfie 32MP Android",Brand,Motorola,https://carrefourbr.vtexassets.com/arquivos/ids/58587678/smartphone-motorola-edge-30-256gb-gfte-1.jpg?v=637898803770330000,"Comprar Smartphone Motorola Edge 30 256GB Grafite 5G Tela 6,5&quot; AMOLED 144Hz Câmera Tripla 50MP Selfie 32MP Android nunca foi tão fácil! Veja a oferta!",19699348,318423014,AggregateOffer,2699,2998.89,BRL,Offer,2699,BRL,http://schema.org/InStock,318423014,http://schema.org/NewCondition,Organization,Carrefour,1,2023-04-01T02:59:59Z
https://schema.org/,Product,https://www.carrefour.com.br/iphone-13-apple-128gb-meianoite-tela-de-61quot-5g-e-camera-dupla-de-12-mp-mp929740703/p,"Iphone 13 Apple (128gb) Meia-noite, Tela De 6,1&amp;quot;, 5g E Câmera Dupla De 12 Mp",Brand,Apple,https://carrefourbr.vtexassets.com/arquivos/ids/88702012/8d6750bd1437496da444958b823af788.jpg?v=638059468833170000,"Características Sistema Operacional Ios 15 Tela Tamanho: 6,7&quot; Material: Super Retina Xdr Com Promotion Resolução: 2778 X 1284 Pixels A 458 Ppp Conectividade 5g Wi-fi Edge Wap Bluetooth Capacidade 512gb* *parte Da Memória Interna Já É Utilizada Pelo Sistema Operacional E Aplicativos Pré-instalados Processador A15 Bionic Câmera Traseira Pro De 12 Mp: Teleobjetiva, Grande-angular E Ultra-angular Teleobjetiva: Abertura /2.8 Grande-angular: Abertura /1.5 Ultra-angular: Abertura /1.8 E Ângulo De Visão De 120 Zoom In Óptico De 3x, Zoom Out Óptico De 2x, Alcance De Zoom Óptico De 6x Zoom Digital Até 15x Retratos Com Modo Noite Possibilitados Pelo Scanner Lidar Modo Retrato Com Efeito Bokeh Avançado E Controle De Profundidade Iluminação De Retrato Com Seis Efeitos (luz Natural, Luz De Estúdio, Luz De Contorno, Luz De Palco, Luz De Palco Mono, Luz Brilhante Mono) Dupla Estabilização Óptica De Imagem (teleobjetiva E Grande-angular) Estabilização Óptica De Imagem Por Deslocamento De Sensor (grande-angular) Lente De Seis Elementos (teleobjetiva E Ultra-angular), Lente De Sete Elementos (grande-angular) Flash True Tone Com Sincronização Lenta Panorama (até 63 Mp) Lente Coberta Com Cristal De Safira Focus Pixels A 100% (grande-angular) Modo Noite Deep Fusion Hdr Inteligente 4 Estilos Fotográficos Fotografia Macro Apple Proraw Captura De Ampla Tonalidade De Cores Para Fotos E Live Photos Correção De Lente (ultra-angular) Correção Avançada De Olhos Vermelhos Fotos Com Localização Geográfica Estabilização Automática De Imagem Modo Contínuo Formatos De Imagem Capturados: Heif E Jpeg Câmera Frontal 12 Mp Abertura /2.2 Modo Retrato Com Efeito Bokeh Avançado E Controle De Profundidade Iluminação De Retrato Com Seis Efeitos (luz Natural, Luz De Estúdio, Luz De Contorno, Luz De Palco, Luz De Palco Mono, Luz Brilhante Mono) Animoji E Memoji Modo Noite Deep Fusion Hdr Inteligente 4 Estilos Fotográficos Apple Proraw Modo Cinema Para Gravação De Vídeos Com Profundidade De Campo (1080p A 30 Qps) Gravação De Vídeo Hdr Com Dolby Vision Até 4k A 60 Qps Gravação De Vídeo 4k A 24 Qps, 25 Qps, 30 Qps Ou 60 Qps Gravação De Vídeo Hd De 1080p A 25 Qps, 30 Qps Ou 60 Qps Gravação De Vídeo Prores Até 4k A 30 Qps (1080p A 30 Qps Para O Modelo De 128 Gb)* Vídeo Em Câmera Lenta De 1080p A 120 Qps Vídeo Em Time-lapse Com Estabilização Time-lapse Com Modo Noite Estabilização Cinemática De Vídeo (4k, 1080p E 720p) Quicktake De Vídeo Captura De Ampla Tonalidade De Cores Para Fotos E Live Photos Correção De Lente Flash Retina Estabilização Automática De Imagem Modo Contínuo Filmadora Modo Cinema Para Gravação De Vídeos Com Profundidade De Campo (1080p A 30 Qps) Gravação De Vídeo Hdr Com Dolby Vision Até 4k A 60 Qps Gravação De Vídeo 4k A 24 Qps, 25 Qps, 30 Qps Ou 60 Qps Gravação De Vídeo Hd De 1080p A 25 Qps, 30 Qps Ou 60 Qps Gravação De Vídeo Hd De 720p A 30 Qps Gravação De Vídeo Prores Até 4k A 30 Qps (1080p A 30 Qps Para O Modelo De 128 Gb)* Estabilização Óptica De Imagem Por Deslocamento De Sensor Para Vídeo (grande-angular) Dupla Estabilização Óptica De Imagem Para Vídeo (teleobjetiva E Grande-angular) Zoom In Óptico De 3x, Zoom Out Óptico De 2x, Alcance De Zoom Óptico De 6x Zoom Digital Até 9x Zoom De Áudio Flash True Tone Quicktake De Vídeo Vídeo Em Câmera Lenta De 1080p A 120 Qps Ou 240 Qps Vídeo Em Time-lapse Com Estabilização Time-lapse Com Modo Noite Estabilização Cinemática De Vídeo (4k, 1080p E 720p) Vídeo Com Foco Automático Contínuo Tira Fotos Em 8 Mp Enquanto Grava Vídeos 4k Zoom Durante A Reprodução Formatos De Gravação De Vídeo: Hevc E H.264 Gravação Em Estéreo Outros Recursos Dual Sim Tipo De Chip: Esim E Nano Sim (não Incluso) Gps Alto-falante Estéreo Banda: 5g Nr (bandas N1, N2, N3, N5, N7, N8, N12, N20, N25, N28, N30, N38, N40, N41, N48, N66, N77, N78, N79), Fdd-lte (bandas 1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 18, 19, 20, 25, 26, 28, 30, 32, 66), Td-lte (bandas 34, 38, 39, 40, 41, 42, 46, 48) Idiomas Do Menu: Alemão, Árabe, Catalão, Chinês (simplificado, Tradicional, Tradicional De Hong Kong), Coreano, Croata, Dinamarquês, Eslovaco, Espanhol (américa Latina, Espanha, México), Finlandês, Francês (canadá, França), Grego, Hebraico, Hindi, Holandês, Húngaro, Indonésio, Inglês (austrália, Eua, Reino Unido), Italiano, Japonês, Malaio, Norueguês, Polonês, Português (brasil, Portugal), Romeno, Russo, Sueco, Tailandês, Tcheco, Turco, Ucraniano, Vietnamita Bateria Bateria Interna Recarregável De Íon De Lítio Cor Prateado Ean 194252700198 Especificações Técnicas Modelo: Mllg3bz/a Garantia: 12 Meses Dimensões E Peso Dimensões Do Produto Sem Embalagem (axlxp): 160,8x78,1x7,65 Mm Dimensões Do Produto Com Embalagem (axlxp): 179,3x96,2x28,1 Mm Peso Do Produto Sem Embalagem: 0,23 Kg Peso Do Produto Com Embalagem: 0,39 Kg Itens Inclusos 01 Iphone Com Ios 15 01 Cabo De Usb-c Para Lightning Documentação Carregador Não Incluso - Vendido Separadamente",315547909,322458679,AggregateOffer,5149,5149,BRL,Offer,5149,BRL,http://schema.org/InStock,322458679,http://schema.org/NewCondition,Organization,Fast Shop,1,
https://schema.org/,Product,https://www.carrefour.com.br/smartphone-motorola-moto-g60-4gb-128gb-preto-4g-tela-6-8-camera-tripla-108mp-selfie-32mp-android-11-6592511/p,Smartphone Motorola Moto G60 128GB Preto 4G Tela 6.8&quot; Câmera Tripla 108MP Selfie 32MP Android 11,Brand,Motorola,https://carrefourbr.vtexassets.com/arquivos/ids/33199687/smartphone-moto-g60-128gb-preto-1.jpg?v=637789048050400000,Smartphone Motorola Moto G60 128GB Preto 4G Tela 6.8&quot; Câmera Tripla 108MP Selfie 32MP Android 11: ótimo preço é no Carrefour. Economize!,16357433,315148324,AggregateOffer,1529.1,1699,BRL,Offer,1529.1,BRL,http://schema.org/InStock,315148324,http://schema.org/NewCondition,Organization,Carrefour,1,2023-03-31T02:59:59Z
https://schema.org/,Product,https://www.carrefour.com.br/smartphone-samsung-galaxy-a13-128gb-branco-4g-tela-6-6-camera-quadrupla-50mp-selfie-8mp-dualchip-android-12-6661190/p,"Smartphone Samsung Galaxy A13 128GB Branco 4G Tela 6,6&quot; Câmera Quádrupla 50MP Selfie 8MP Dualchip Android 12",Brand,Samsung,https://carrefourbr.vtexassets.com/arquivos/ids/43286374/smartphone-samsung-a13-128gb-6-6-bco-sp-1.jpg?v=637847887492000000,"Comprar Smartphone Samsung Galaxy A13 128GB Branco 4G Tela 6,6&quot; Câmera Quádrupla 50MP Selfie 8MP Dualchip Android 12 nunca foi tão fácil! Veja a oferta!",18705084,317464194,AggregateOffer,1299,1443.33,BRL,Offer,1299,BRL,http://schema.org/InStock,317464194,http://schema.org/NewCondition,Organization,Carrefour,1,2023-04-04T02:59:59Z
https://schema.org/,Product,https://www.carrefour.com.br/smartphone-samsung-galaxy-a13-128gb-azul-4g-tela-6-6-camera-quadrupla-50mp-selfie-8mp-dualchip-android-12-6661203/p,"Smartphone Samsung Galaxy A13 128GB Azul 4G Tela 6,6&quot; Câmera Quádrupla 50MP Selfie 8MP Dualchip Android 12",Brand,Samsung,https://carrefourbr.vtexassets.com/arquivos/ids/43286418/smartphone-samsung-a13-128gb-6-6-azl-sp-1.jpg?v=637847887643800000,"Comprar Smartphone Samsung Galaxy A13 128GB Azul 4G Tela 6,6&quot; Câmera Quádrupla 50MP Selfie 8MP Dualchip Android 12 nunca foi tão fácil! Veja a oferta!",18705085,317464196,AggregateOffer,1299,1443.33,BRL,Offer,1299,BRL,http://schema.org/InStock,317464196,http://schema.org/NewCondition,Organization,Carrefour,1,2023-04-04T02:59:59Z
https://schema.org/,Product,https://www.carrefour.com.br/smartphone-motorola-moto-e22-32gb-grafite-4g-tela-6-5-ips-90hz-camera-dupla-16mp-selfie-5mp-android-12-6809677/p,"Smartphone Motorola Moto E22 32GB Grafite 4G Tela 6,5&quot; IPS 90Hz Câmera Dupla 16MP Selfie 5MP Android 12",Brand,Motorola,https://carrefourbr.vtexassets.com/arquivos/ids/75371033/smartphone-motorola-xt2239-16-moto-e22-6.jpg?v=637992966399070000,"Compre Smartphone Motorola Moto E22 32GB Grafite 4G Tela 6,5&quot; IPS 90Hz Câmera Dupla 16MP Selfie 5MP Android 12 no Carrefour! Não perca essa oportunidade!",315505576,322416381,AggregateOffer,764.1,849,BRL,Offer,764.1,BRL,http://schema.org/InStock,322416381,http://schema.org/NewCondition,Organization,Carrefour,1,2023-03-31T02:59:59Z
https://schema.org/,Product,https://www.carrefour.com.br/smartphone-motorola-moto-e22-64gb-azul-4g-tela-6-5-ips-90hz-camera-dupla-16mp-selfie-5mp-android-12-6809642/p,"Smartphone Motorola Moto E22 64GB Azul 4G Tela 6,5&quot; IPS 90Hz Câmera Dupla 16MP Selfie 5MP Android 12",Brand,Motorola,https://carrefourbr.vtexassets.com/arquivos/ids/75370886/smartphone-motorola-xt2239-10-moto-e22-6.jpg?v=637992966140970000,"Compre Smartphone Motorola Moto E22 64GB Azul 4G Tela 6,5&quot; IPS 90Hz Câmera Dupla 16MP Selfie 5MP Android 12 no Carrefour! Não perca essa oportunidade!",315505571,322416379,AggregateOffer,881.1,979,BRL,Offer,881.1,BRL,http://schema.org/InStock,322416379,http://schema.org/NewCondition,Organization,Carrefour,1,2024-03-20T23:56:47Z
https://schema.org/,Product,https://www.carrefour.com.br/smartphone-samsung-galaxy-a23-128gb-preto-4g-tela-6-6-camera-quadrupla-50mp-selfie-8mp-android-6661262/p,"Smartphone Samsung Galaxy A23, 128GB, Preto, 4G, Tela 6,6&quot;, Câmera Quadrupla 50MP, Selfie 8MP, Android",Brand,Samsung,https://carrefourbr.vtexassets.com/arquivos/ids/43288241/smartphone-samsung-a23-128gb-6-6-pto-sp-1.jpg?v=637847893345900000,"Comprar Smartphone Samsung Galaxy A23, 128GB, Preto, 4G, Tela 6,6&quot;, Câmera Quadrupla 50MP, Selfie 8MP, Android nunca foi tão fácil! Veja a oferta!",18705088,317464199,AggregateOffer,1399,1554.44,BRL,Offer,1399,BRL,http://schema.org/InStock,317464199,http://schema.org/NewCondition,Organization,Carrefour,1,2024-03-21T00:01:14Z
https://schema.org/,Product,https://www.carrefour.com.br/smartphone-motorola-moto-e22-32gb-branco-4g-tela-6-5-ips-90hz-camera-dupla-16mp-selfie-5mp-android-12-6809685/p,"Smartphone Motorola Moto E22 32GB Branco 4G Tela 6,5&quot; IPS 90Hz Câmera Dupla 16MP Selfie 5MP Android 12",Brand,Motorola,https://carrefourbr.vtexassets.com/arquivos/ids/75371107/smartphone-motorola-xt2239-16-moto-e22-6.jpg?v=637992966541970000,"Compre Smartphone Motorola Moto E22 32GB Branco 4G Tela 6,5&quot; IPS 90Hz Câmera Dupla 16MP Selfie 5MP Android 12 no Carrefour! Não perca essa oportunidade!",315505579,322416384,AggregateOffer,764.1,849,BRL,Offer,764.1,BRL,http://schema.org/InStock,322416384,http://schema.org/NewCondition,Organization,Carrefour,1,2024-03-21T00:00:53Z
